Lab_ID,Sample_ID,Site,System_ID,SYSTEM,DEPT,depth_cm,Soil_classification,Soil_classification2,Corg_clay_ratio,CLAY_percent,SILT_percent,SAND_percent,pH,EC,Canorg,Corg,Ntot,Corg_stocks_kg_m2,Ntot_stocks_kg_m2,soilCN_ratio,DOC,DOC_stocks_g_m2,DOC_Corg_ratio,Agg,CEC,Al_Dithionite,Mn_Dithionite,Fe_Dithionite,Al_Oxalate,Mn_Oxalate,Fe_Oxalate,Oxalate_Oxides,Dithionite_Oxides,bulk_density,Fe_Di_div_Fe_Ox,Corg_stocks_kg_m2_cm,Ntot_stocks_kg_m2_cm,DOC_stocks_g_m2_cm,Log_Corg_stocks_kg_m2,Log_DOC_stocks_g_m2,Log_Ntot_stocks_kg_m2,Log_Corg_clay_ratio,Log_EC,Log_Agg,Soil_classification_num,Log_Corg_stocks_kg_m2_cm,Log_Ntot_stocks_kg_m2_cm,Log_DOC_stocks_g_m2_cm
1017,Au2_St_3 pool,Au2,Standard,2,3,15.00,Moderate,Coarse,0.114430,11.885,19.307,68.807,6.606,36.100,0.000,1.360,0.105,3.142,0.243,12.95,127.396,29.428,0.009370,0.322,57.065,452.873,226.576,5140.637,621.553,292.956,1608.862,2230.415,5593.510,1.540,3.195,0.209,0.016,1.962,0.497,1.469,-0.614,-0.941,1.558,-0.492,1.00,-0.68,-1.79,0.29
1035,Burg2_St_3 pool,Burg2,Standard,2,3,15.00,Moderate,Coarse,0.078675,11.325,22.076,66.599,6.638,50.400,0.000,0.891,0.039,2.018,0.088,22.85,161.439,36.566,0.018120,0.355,69.015,384.025,504.616,4862.489,575.196,290.710,2391.692,2966.888,5246.514,1.510,2.033,0.135,0.006,2.438,0.305,1.563,-1.056,-1.104,1.702,-0.450,1.00,-0.87,-2.23,0.39
1071,Lack1_St_3 pool,Lack1,Standard,2,3,15.00,Moderate,Coarse,0.099773,8.359,29.260,62.381,5.986,34.800,0.000,0.834,0.038,1.639,0.075,21.95,173.054,34.005,0.020750,0.502,16.095,538.139,413.394,3381.392,662.201,510.108,1475.794,2137.995,3919.531,1.310,2.291,0.109,0.005,2.267,0.215,1.532,-1.125,-1.001,1.542,-0.299,1.00,-0.96,-2.30,0.36
1089,Man1_St_3 pool,Man1,Standard,2,3,15.00,Moderate,Coarse,0.061989,19.681,27.279,53.040,7.202,69.900,0.355,1.220,0.100,2.599,0.213,12.20,120.890,25.749,0.009910,0.355,131.709,600.584,449.101,7869.638,858.032,607.016,2165.363,3023.395,8470.222,1.420,3.634,0.173,0.014,1.717,0.415,1.411,-0.672,-1.208,1.844,-0.450,1.00,-0.76,-1.85,0.23
1170,Ther_St_3 pool,Ther,Standard,2,3,15.00,Moderate,Coarse,0.186759,18.473,22.371,59.156,7.755,115.400,6.813,3.450,0.430,6.158,0.768,8.02,161.295,28.791,0.004680,0.749,279.639,647.529,341.090,7529.026,2940.855,119.142,1445.299,4386.154,8176.555,1.190,5.209,0.411,0.051,1.919,0.789,1.459,-0.115,-0.729,2.062,-0.126,1.00,-0.39,-1.29,0.28
999,Abs_St_3 pool,Abs,Standard,2,3,15.00,Fine,Fine,0.030554,51.384,37.201,11.415,7.870,117.200,1.592,1.570,0.105,3.321,0.222,14.95,82.199,17.385,0.005240,0.692,319.880,807.570,440.466,10636.363,1910.069,496.793,2087.038,3997.107,11443.933,1.410,5.096,0.221,0.015,1.159,0.521,1.240,-0.654,-1.515,2.069,-0.160,3.00,-0.65,-1.83,0.06
1008,Au1_St_3 pool,Au1,Standard,2,3,15.00,Moderate,Fine,0.158997,25.642,23.265,51.094,7.996,120.000,1.923,4.077,0.180,9.234,0.408,22.65,128.769,29.166,0.003160,0.551,249.327,352.599,217.974,3102.884,1081.647,235.203,1134.607,2216.254,3455.483,1.510,2.735,0.616,0.027,1.944,0.965,1.465,-0.389,-0.799,2.079,-0.259,3.00,-0.21,-1.57,0.29
1026,Burg1_St_3 pool,Burg1,Standard,2,3,15.00,Moderate,Fine,0.084218,23.273,25.574,51.153,7.210,61.300,0.000,1.960,0.113,3.851,0.222,17.35,171.407,33.681,0.008750,0.409,170.400,646.315,430.165,10483.721,1042.451,446.624,2205.238,3247.689,11130.036,1.310,4.754,0.257,0.015,2.245,0.586,1.527,-0.654,-1.075,1.787,-0.388,3.00,-0.59,-1.83,0.35
1098,Man2_St_3 pool,Man2,Standard,2,3,15.00,Moderate,Fine,0.079031,36.821,52.848,10.331,7.505,151.300,1.276,2.910,0.240,5.413,0.446,12.13,180.916,33.650,0.006220,0.525,312.357,861.500,391.105,9260.505,2122.840,404.961,3759.993,5882.833,10122.005,1.240,2.463,0.361,0.030,2.243,0.733,1.527,-0.351,-1.102,2.180,-0.280,3.00,-0.44,-1.53,0.35
1107,Moos1_St_3 pool,Moos1,Standard,2,3,15.00,Moderate,Fine,0.108766,34.110,45.889,20.001,7.613,165.000,6.225,3.710,0.280,7.791,0.588,13.25,221.852,46.589,0.005980,0.537,310.218,379.313,220.231,3073.726,1298.623,135.921,1354.615,2653.238,3453.039,1.400,2.269,0.519,0.039,3.106,0.892,1.668,-0.231,-0.964,2.217,-0.270,3.00,-0.28,-1.41,0.49
